date_time,quote_volume,count,volume_true,volume_false,vdiff(false-true),original_volume,RSI,stochastic_%K,stochastic_%D,EMA_12,EMA_26,EMA_50,EMA_100,EMA_200,EMA_500,close_pct
2024-04-01 01:15:00,25642266.7002,7159,18842067.5168,6800199.1834,-12041868.3334,0.0,35.34969466528449,29.321845469705153,43.70074657592858,71156.22953424761,71207.42888904287,71249.93505953984,71282.2910623219,71301.71437272879,71314.57681885286,-0.14056591838742527
2024-04-01 01:20:00,34171420.1931,7494,7795057.050799999,26376363.1423,18581306.0915,0.0,43.56931481903053,51.650540694366256,43.93785130093833,71150.19422128644,71200.73045281747,71244.72191995004,71279.0179719789,71299.8764187713,71313.78808903709,0.10698047606312322
2024-04-01 01:25:00,28642011.9728,7649,13284542.5511,15357469.4217,2072926.8706,0.0,35.54538520213603,24.416619237337603,35.12966846713634,71130.36434108853,71187.43930816434,71235.96027603043,71273.9146458011,71297.1045141069,71312.62047191517,-0.1345669811718686
2024-04-01 01:30:00,36017784.1773,7971,14197708.0362,21820289.6127,7622581.5765,0.0,44.93387786853383,66.27802690582872,47.448395612510865,71134.49290399799,71185.19935941142,71232.87163775472,71271.60346469612,71295.71242938942,71312.00003090952,0.19135104539060865
2024-04-01 01:35:00,49942629.1004,12218,30938435.6004,19003980.0284,-11934455.572,27715458.4,40.16165478880614,2.8645833333358115,31.186409825500718,71102.15553415215,71165.8734809365,71220.77078921533,71264.7261683655,71292.01678332585,71310.45232619531,-0.3273034914246131
2024-04-01 01:40:00,52112335.9433,11452,26289174.3781,25823161.5652,-466012.8128999993,3531960.0,39.34137536321197,9.650537634407037,26.264382624523858,71074.73160582104,71147.94951938566,71209.12879748139,71257.97713532855,71288.35392976043,71308.90920313666,-0.0005639815972902085
2024-04-01 01:45:00,54692170.9608,10759,28798463.1441,25893707.8167,-2904755.327399999,0.0,43.214088143094486,17.920585161965857,10.145235376569568,71054.89597415627,71132.97548091265,71198.80217797232,71251.79540987649,71284.9454329469,71307.4596653996,0.03087816659830267
2024-04-01 01:50:00,33900742.9853,8694,19594144.7599,14306598.2254,-5287546.534499999,0.0,45.11502550774869,8.292807780904637,11.954643525759176,71031.32736274762,71115.843963808,71187.15111216948,71244.8628275027,71281.1320455544,71305.83986633613,-0.06216012787226832
2024-04-01 01:55:00,24278663.0754,6167,13003606.7911,11275056.2843,-1728550.5067999996,0.0,36.74679314433593,6.532036898531852,10.915143280467449,71008.83084540183,71098.75181834075,71175.30597051578,71237.73881111652,71277.1914281857,71304.16026607131,-0.023412696733637883
2024-04-01 02:00:00,27122095.3813,7181,11571582.0535,15550513.3278,3978931.2743,0.0,36.85803870688725,6.232859636000907,7.019234771812466,70989.61071534001,71082.83686883404,71163.87828539751,71230.73210198549,71273.27808064157,71302.48258037842,-0.0016928804502103212
2024-04-01 02:05:00,23590735.2639,5461,13674039.6969,9916695.567,-3757344.129900001,0.0,29.959222835212003,12.10641933121592,8.290438621916225,70975.80906682616,71069.28598966115,71153.52619577409,71224.1809712531,71269.56287585906,71300.87546428909,0.02257212145493348
2024-04-01 02:10:00,17444305.1262,3628,8042445.7291,9401859.3971,1359413.6679999996,0.0,31.27190786179294,11.362397820162695,9.900558929126506,70962.91536423752,71056.15369413068,71143.27026652804,71217.60313023819,71265.80603132315,71299.24322690669,-0.011142469876535
2024-04-01 02:15:00,18542891.3904,4932,8819607.2091,9723284.1813,903676.9721999988,0.0,32.97504798464453,14.414414414412244,12.627743855263619,70953.22069281637,71044.5793464173,71133.72633450733,71211.31197914436,71262.16517529008,71297.64904236814,0.011143711561234504
2024-04-01 02:20:00,24164094.0392,5160,8901556.6472,15262537.392,6360980.744800001,0.0,34.07348665080636,14.443475733797836,13.406762656124258,70945.03289392154,71033.8697652012,71124.5605958992,71205.14738549794,71258.5615417051,71296.06162104133,0.00014104392249691955
2024-04-01 02:25:00,14988208.625,4074,9255151.9575,5733056.6675,-3522095.289999999,0.0,39.119878603945814,13.746004068585908,14.20129807226533,70937.73552562592,71023.77570851964,71115.66018037374,71199.05733826036,71254.9698845737,71294.47095588747,-0.0033850493652898273
2024-04-01 02:30:00,20415939.9678,5651,15945705.6257,4470234.3421,-11475471.2836,3246316.6,27.840735068913148,0.0,9.396493267461247,70920.79159860655,71009.2441745552,71104.36370271203,71191.70174740373,71250.71744791129,71292.60719957654,-0.098733948680918
2024-04-01 02:35:00,16205946.9824,5211,6350197.6229,9855749.3595,3505551.7366000004,0.0,40.15936254980079,20.598591549295627,11.448198539293847,70917.25442959016,71000.98905051408,71096.26316535077,71185.88191082147,71247.20583151416,71291.03112293151,0.09911390474899306
2024-04-01 02:40:00,10395016.6577,3831,4527867.8513,5867148.8064,1339280.9551,0.0,27.25687717938743,28.762135922327325,16.453575823874317,70918.04605580706,70995.16763936488,71089.44500200367,71180.66444724084,71243.97393269313,71289.55954160244,0.03469783265488413
2024-04-01 02:45:00,19220276.0899,5162,7384994.088099999,11835282.0018,4450287.913700001,0.0,53.076669957222215,72.26048841577726,40.54040529580007,70921.88512414444,70991.3033697823,71083.70206074863,71175.9582205628,71240.9791671937,71288.17607037848,0.029045830372353976
2024-04-01 02:50:00,12592217.7201,4082,4661858.4533,7930359.2668,3268500.8135,0.0,54.20289855072557,76.64370695053,59.22211042954486,70926.21048966068,70988.24386090954,71078.45884268006,71171.48380035363,71238.08385209725,71286.82606610551,0.00986707638526152
2024-04-01 02:55:00,9308391.2877,2872,5273332.1607,4035059.127,-1238273.0336999996,0.0,47.455429497569234,65.78947368421544,71.56455635017423,70926.80887586673,70983.93690824957,71072.64084884948,71166.7039231189,71235.019336156,71285.4020099534,-0.0280479210711726
2024-04-01 03:00:00,16122184.4946,6144,9077958.3849,7044226.1097,-2033732.2752,0.0,52.491932592328745,59.701492537315794,67.37822439068708,70925.0844334257,70978.8749150459,71066.48238418871,71161.73156820565,71231.8410343037,71283.92575442465,-0.02044266115514004
2024-04-01 03:05:00,29356210.3693,7525,22517212.8584,6838997.5109,-15678215.347499998,1551851.4,40.453163857418225,17.659243915072395,47.716736712201204,70908.30221289866,70966.81010652399,71056.65954559308,71154.8853985382,71227.70331256934,71282.05778734111,-0.14044864599609408
2024-04-01 03:10:00,25689982.1529,5858,16807683.4207,8882298.7322,-7925384.688499998,0.0,35.99704942217862,0.0,25.78691215079606,70887.02494937579,70952.2315801148,71045.41799478552,71147.26390549784,71223.14905075273,71280.01364447748,-0.06495707184817068
2024-04-01 03:15:00,27127009.7794,6277,10705769.3091,16421240.4703,5715471.1612,0.0,42.81634446397224,31.563565513883095,16.407603142985163,70878.94418793336,70943.51072232853,71037.14670087236,71141.07056083452,71219.28189601887,71278.23514689475,0.09114031369223952
2024-04-01 03:20:00,13060295.759,3972,6302213.7578,6758082.0012,455868.2434,0.0,44.282560706401256,34.3399902581583,21.9678519240138,70872.98354363593,70935.85807623011,71029.42330083816,71135.1127279467,71215.50993685452,71276.48650359377,0.008046926285909528
2024-04-01 03:25:00,95896080.6064,18340,59513828.3549,36382252.2515,-23131576.1034,6056832.600000001,31.80917794651714,17.45810055865922,27.787218776900204,70843.21684461502,70916.86858910197,71015.70081845234,71126.09069372993,71210.17650464702,71274.1033239387,-0.2268485972653944
2024-04-01 03:30:00,54427531.125,9861,30646767.0927,23791434.6436,-6855332.449100003,0.0,31.119728550654003,14.958677685951216,22.252256167589582,70815.9988685204,70898.3079528722,71001.99882557186,71116.98592751745,71204.76479813312,71271.67696336411,-0.018675853677507792
2024-04-01 03:35:00,28290387.6958,6163,16274931.637,12004785.4475,-4270146.1895,703374.0,29.292775665398565,3.6639118457308295,12.02689669678042,70786.66058105572,70878.08514154833,70987.22632260826,71107.2495725171,71198.99897924623,71269.09661620496,-0.05801916896738257
2024-04-01 03:40:00,40324855.7262,8185,21358007.7319,18966847.9943,-2391159.7375999987,30373694.0,33.552078075045955,11.395348837210806,10.005979456297617,70762.88203012408,70859.86401995216,70973.29980015304,71097.84067009103,71193.35819338309,71266.55371554146,0.009628277685203024
2024-04-01 03:45:00,31482789.0092,8405,12254613.6577,19228175.3515,6973561.6938000005,0.0,31.913793103447574,25.839793281653744,13.63301798819846,70751.36171779729,70847.13335180756,70962.11157269606,71089.72501325753,71188.32975364794,71264.24411987064,0.07914248620668474
2024-04-01 03:50:00,19102980.9795,6521,9916437.4923,9186543.4872,-729894.0051000006,0.0,29.127781765973396,26.304909560724266,21.180017226529603,70741.89068429002,70835.47902945144,70951.43268749228,71081.8057060643,71183.36925858677,71261.95092977135,0.0025464010864784115
2024-04-01 03:55:00,15812377.9281,4510,7447345.0832,8365032.8449,917687.7616999996,0.0,24.587888252646195,16.720516962845124,22.955073268407713,70727.76904055309,70821.74724949207,70939.61571935532,71073.25707822145,71178.06309680978,71259.50841108963,-0.05616086054848202
2024-04-01 04:00:00,26242768.7832,6638,8483931.9233,17765905.749900002,9281973.826600002,0.0,28.531491530996888,27.463255307565536,23.496227277044976,70721.7891881603,70811.90671249265,70929.783730361,71065.64604696953,71173.19580231416,71257.23053320106,0.05491853514714151
2024-04-01 04:05:00,17253965.4599,4168,5788777.9973,11458118.5726,5669340.5753,0.0,33.327974276526234,36.66303756124094,26.948936610550533,70721.92931305872,70805.29880786357,70921.6627997586,71058.85503613844,71168.71325701752,71255.0966787771,0.04781514495204586
2024-04-01 04:10:00,20059394.7337,4151,9978481.9473,10080912.7864,102430.83909999952,0.0,33.04112209116913,35.03204150137441,33.05277812339363,70718.98634181892,70797.70630357738,70913.07994486611,71051.80444136342,71164.07730421137,71252.89190161631,-0.028138065995775285
2024-04-01 04:15:00,17924631.8202,4297,11108388.6806,6816243.1396,-4292145.541,0.0,34.51548451548392,15.544041450777367,29.079706837797573,70705.29613538524,70785.2836144235,70901.97877055765,71043.45187816811,71158.76310217942,71250.40530719869,-0.10296621915963922
2024-04-01 04:20:00,28204916.7176,5831,17324654.4232,10880262.2944,-6444392.128800001,0.0,35.692148760330184,5.847520355293516,18.80786776914843,70689.68134532598,70771.84038372547,70890.28548543774,71034.7459003826,71153.24108126221,71247.82404848732,-0.03709471895794181
2024-04-01 04:25:00,67545211.0724,10952,25071435.0184,42473776.054,17402341.0356,0.0,37.395239691585644,39.56552706552873,20.319029623866538,70688.82267681429,70765.3410960421,70882.19978012645,71027.8024172067,71148.57301080189,71245.57365308418,0.11373325515058319
2024-04-01 04:30:00,17066716.7737,4533,9238596.2175,7828261.7962,-1410334.4212999996,0.0,33.19083969465633,17.400962606441684,20.938003342421307,70678.23457268902,70754.57508892787,70871.91743580777,71019.72712181645,71143.3135778586,71243.07635307188,-0.09068517530818054
2024-04-01 04:35:00,23779226.432,5825,12981310.134,10797775.058,-2183535.0759999994,0.0,43.10926036089613,25.962059620593053,27.64284976418782,70667.73694612148,70743.86582308136,70861.64616381531,71011.61371346365,71138.00697509384,71240.54910216141,-0.014160294534126816
2024-04-01 04:40:00,26395718.7621,6037,12847862.2416,13547856.5205,699994.2789000012,8713467.6,40.79564646275034,9.11869587365966,17.493906033564798,70652.42356979511,70730.85353989014,70850.13847111668,71002.83324389011,71132.33725394863,71237.86507380947,-0.05919841382241442
2024-04-01 04:45:00,47150020.1993,10284,21603665.2007,25546354.9986,3942689.797899999,2669758.4,43.42788653615621,19.214162348876894,18.09830594770987,70638.12763598048,70718.16068508347,70838.74088401407,70994.05436777348,71126.637380775,71235.15702960266,-0.012328499239033786
2024-04-01 04:50:00,14624175.4614,4388,5937700.5377,8686474.9237,2748774.385999999,0.0,44.45969797999601,26.16580310881015,18.166220443782233,70628.50799967578,70707.60063433654,70828.42163366059,70985.76814266905,71121.15442176233,71232.52406740865,0.022817622006976457
2024-04-01 04:55:00,49159856.0251,9029,34079411.4773,15080444.5478,-18998966.9295,0.0,33.04953560371554,11.557377049179134,18.97911416895539,70610.70676895643,70693.17095771902,70816.0443146935,70976.40243687363,71115.10114393385,71229.65091743895,-0.08898259455109025
2024-04-01 05:00:00,41113108.1009,8326,21755093.5781,19358014.5228,-2397079.055300001,0.0,36.279926335174956,24.28919577579351,20.670791977927596,70599.95188142467,70681.88422011021,70805.25041999965,70967.77664604445,71109.38670469073,71226.90101357692,0.039709102460827594
2024-04-01 05:05:00,17882981.7551,5120,10231976.0051,7651005.75,-2580970.2551000006,0.0,36.06077246933899,7.53728335348559,14.461285392819411,70584.23620735934,70668.2483519539,70793.19354078398,70958.47017780595,71103.30126484306,71223.99043068838,-0.06095763019415834
2024-04-01 05:10:00,75944181.77294,15735,41366562.05964,34577619.7133,-6788942.346340001,140349.2,33.55525965379586,34.04122423485353,21.95590112137754,70573.73832930406,70656.9706962536,70782.32320585127,70949.70839210683,71097.45747116304,71221.16412158383,0.02581640845529254
2024-04-01 05:15:00,39260828.6289,8524,18325612.4004,20935216.2285,2609603.8281,0.0,28.663316582914902,32.29231730168492,24.62360829667468,70563.9939709496,70646.11360764223,70771.65955071985,70941.0092160255,71091.61610329077,71218.32673986095,-0.007941460094174069
2024-04-01 05:20:00,29696162.0691,6993,11830827.719,17865334.3501,6034506.631099999,0.0,26.744186046512127,14.928169893817408,27.087237143451947,70547.19489849581,70631.94222929835,70759.23368598575,70931.38131075767,71085.27962465107,71215.27872892338,-0.07885361592047113
2024-04-01 05:25:00,53061350.7539,8407,22987915.0602,30075972.1781,7088057.117900003,4067870.6,31.434735706579744,17.932203389828537,21.71756352844362,70533.45722180416,70619.05021231329,70747.41667869219,70922.0054432179,71079.03704132122,71212.25526094364,0.00439998410326492
